rm;titulo;id_projeto;projeto;tipo_rm;is_backlog
19196;Consultar Ordem de Serviço - exibir o parecer do motivo de não encerramento O.S;17;GSAN;Evolutiva;0
19197;Novo usuário ALPHA;3;Alpha;Atendimento;0
19198;URGENTE: FATURAS 12/2017 NÃO FORAM GERADAS PARA ALGUNS CLIENTES;17;GSAN;Atendimento;0
19200;Ampliar croqui dos municípios;20;SIM;Evoluções e Novos Projetos;0
19201;Dados Comerciais;20;SIM;Atendimento;0
19202;Plano de Aplicação - Regra de Autorização de Ordem de Compra;3;Alpha;Atendimento;0
19203;Filtro de contratos ativos trazendo contratos encerrados;28;SIC - Sist. Integrados Compesa;Correções;0
19204;Ajuste na procedure de boletim de atualização cadastral;17;GSAN;Desenvolvimento;0
19205;Impressão do Boletim de Medição;3;Alpha;Atendimento;0
19206;Notas Fiscais - Arredondamento dos Impostos;3;Alpha;Atendimento;0
19207;VINCULAR CHAVE DE ACESSO AO IDNF;3;Alpha;Atendimento;0
19208;[COMERCIAL] Relatório de Dívida;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19209;SISTEMATICA DO CODIGO 42 A PARTIR DO CICLO 01/2018;17;GSAN;Atendimento;0
19210;[GMR] - Desenvolver funcionalidade gráfica no SIG GMR para o Filtro “RA PENDENTES SEM O.S. PENDENTE” por gerência.;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19211;Vincular XML com IDNF;3;Alpha;Atendimento;0
19212;PROCESSO 110 - GER. CONTAS A RECEBER CONTABIL;17;GSAN;Atendimento;0
19213;Query Micromedição- Rodrigo;17;GSAN;Atendimento;0
19214;[COMERCIAL] Criar visão de entradas e saídas de ligações faturas (ligados);38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19215;Sistema de Reserva de Sala;28;SIC - Sist. Integrados Compesa;Correções;0
19216;Limpeza da Sala Virtual (ALTERAÇÃO DE INSCRIÇÃO VIA BATCH);17;GSAN;Atendimento;0
19217;Erro - Obras em Andamento e Projetos em Andamento - Ver todos;20;SIM;Correções;0
19218;[CADASTRO] Gerar Relatórios de Alteração Cadastral;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19219;Inclusão de filtro de gerência relatório SIG;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;0
19220;Problema na emissão de ordem de seletiva;17;GSAN;Atendimento;0
19221;Erro nas horas incorporadas - GHE;32;GHE - Gestão de Horas Extras;Atendimento;0
19222;Criar visão com dados de gerentes e coordenadores;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19223;Problema Consultar Débito;17;GSAN;Corretiva;0
19224;Erro Importação FIT Nf-e;3;Alpha;Atendimento;0
19225;[COMERCIAL]  Criar indicadores de controle para Cortes e Religações;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19226;Resposta TC Processo 1724204-6;17;GSAN;Atendimento;0
19227;GERAÇÃO AUTOMÁTICA DE REGISTRO DE ATENDIMENTO NO PROCESSO DE ATUALIZAÇÃO CADASTRAL;17;GSAN;Evolutiva;0
19228;Metas 2018 - SIPLAN;60;SIPLAN - Sistema Planejamento;Atendimento;0
19229;RD 12/2016;17;GSAN;Atendimento;0
19230;Processo 286 - GERAR RESUMOS DO GERENCIAL FATURAMENTO;17;GSAN;Atendimento;0
19231;Avisos válidos;17;GSAN;Atendimento;0
19232;[SAT] Atualização;38;BI Desenvolvimento;Atendimento;0
19233;Erro Pesquisa SIM;20;SIM;Correções;0
19234;Criação de três novas senhas de acesso ao Alpha;3;Alpha;Atendimento;0
19235;[PREMISSAS] Atualização Bases;38;BI Desenvolvimento;Atendimento;0
19236;AJUSTE DO RELATORIO BOLETIM DE MEDIÇÃO (Parte de notificação de débitos);17;GSAN;Corretiva;0
19237;DADOS DO HISTORICO DE MEDIÇÃO IDIVIDUALIZADA DO CICLO 10/2017 NÃO DISPONIVEIS NO SISTEMA - 77360320;17;GSAN;Corretiva;0
19238;[COMERCIAL] Criar visão de negociações realizadas;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19239;Confirmação de OC no site 111;3;Alpha;Atendimento;0
19240;nota fiscal - rpa cancelado;3;Alpha;Atendimento;0
19241;nota fiscal - rpa cancelado;3;Alpha;Atendimento;0
19242;GSAN | Bloqueio para geração das ordens de serviços.;17;GSAN;Corretiva;0
19243;Atualização de caixas da GNM Norte;17;GSAN;Atendimento;0
19244;ATUALIZAÇÃO QUERY CONTROLE PRODUTIVIDADE - SIG;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19245;Processo 341 - PROCESSOS PARA EXECUCAO DIARIA;17;GSAN;Corretiva;0
19246;RD 12/2016;17;GSAN;Atendimento;0
19247;Exclusão empresa de cobrança;17;GSAN;Atendimento;0
19248;Erro ao cancelar reserva em OS;3;Alpha;Atendimento;0
19249;O.S antigas Varejo;17;GSAN;Atendimento;0
19250;Erro na exclusão de empréstimos;28;SIC - Sist. Integrados Compesa;Correções;0
19251;Relatório de OS's abertas pelo CCO para unidade;3;Alpha;Atendimento;0
19252;Informações Negativação;17;GSAN;Atendimento;0
19253;Alteração de vencimento - Faturas do Contrato de parcelamento;17;GSAN;Atendimento;0
19254;lotação sem meta;32;GHE - Gestão de Horas Extras;Atendimento;0
19255;Permisão Especial - Parcelamento;17;GSAN;Atendimento;0
19256;Consultar Foto da OS - Trocar a edição das coordenadas XY de virgula por ponto;17;GSAN;Evolutiva;0
19257;RD 12/2016;17;GSAN;Atendimento;0
19258;Atualização do quadro de acompanhamento da Micromedição 2017;17;GSAN;Atendimento;0
19259;Projeto Gestão do Uso de Material de O.S - Controlar o material entregue as empresas contratadas e suas aplicações na execução do serviço;17;GSAN;Evolutiva;0
19260;Alteração GSAN AC cadastro e fiscalização;17;GSAN;Corretiva;0
19261;liberação de acesso - Solicitação para a cotação;3;Alpha;Atendimento;0
19262;duvida na consulta de estoque;3;Alpha;Atendimento;0
19263;Aprovação de Transferências - Assesssores;28;SIC - Sist. Integrados Compesa;Correções;0
19264;Importar planilha do passivo regulatório;57;ITC ;Evoluções e Novos Projetos;0
19265;Gerar novamente meses 201703 e 201704 da query FATURAMENTO SUSPENSO do SIG (201703-571 e 201704-571);61;SIG - Sistema Informações Gerenciais;Atendimento;0
19266;admin/solution - alteraçao de senha;3;Alpha;Atendimento;0
19267;Envio unidades enorsul;17;GSAN;Atendimento;0
19268;Criar Rotina e Planilha Excel para Ações de Cobrança;38;BI Desenvolvimento;Atendimento;0
19269;Disponibilizar relatório das ordens de compras emitidas com a utilização do teto orçamentário para compras;3;Alpha;Atendimento;0
19270;Alteração GSAN AC - Congelar Filtro;17;GSAN;Corretiva;0
19271;excluir CPF;17;GSAN;Atendimento;0
19272;CRIAÇÃO NO SCL O ROL DE DISPENSA DE LICITAÇAO;64;SCL- Sistema Controle Licitações;Atendimento;0
19273;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19274;admi/solition - alteraçao de senha;3;Alpha;Atendimento;0
19275;relatório Negativação - negativador por matrícula;17;GSAN;Evolutiva;0
19276;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19277;[PLANO DE METAS] Carregar Metas Comerciais e Operacionais de 2018 no BI;38;BI Desenvolvimento;Atendimento;0
19278;PortalGSC - Primeira versão do portal;74;Portal GSC;Evoluções e Novos Projetos;0
19282;[PLANO DE METAS] Atualização - 12º Ciclo;38;BI Desenvolvimento;Atendimento;0
19283;ERRO AO TENTAR FAZER A CONEXAO DO PROJETO;3;Alpha;Atendimento;0
19284;INSERIR COTAÇÕES;3;Alpha;Atendimento;0
19285;Atualizaçaõ de query;17;GSAN;Atendimento;0
19286;Unidades não aparecem para Validar os Colaboradores;28;SIC - Sist. Integrados Compesa;Atendimento;0
19287;ATENDIMENTO;3;Alpha;Atendimento;0
19288;Contratação Serviço IA;67;Gerencial GSC;Atendimento;0
19289;Erro na abertura de RA para a matrícula 69295703;17;GSAN;Atendimento;0
19290;Acesso a carteira Petrolina;17;GSAN;Atendimento;0
19291;Gestão do Uso de Material de O.S - Facilitar preenchimento obrigatório de item de material utilizado em O.S de tipo de serviço hidráulico - GSANAS;17;GSAN;Evolutiva;0
19292;Corrigir texto da norma para certificado de analise;16;SGCQ;Atendimento;0
19293;Reativar matrícula 103851461;17;GSAN;Atendimento;0
19294;Erro ao importar planilha com o índice de perdas;20;SIM;Correções;0
19295;Inserir motivo PAGAMENTO NÃO BAIXADO;17;GSAN;Atendimento;0
19296;VERIFICAR SE EXISTE MATRICULAS COM AÇÕES JUDICIAIS NA RELAÇÃO EM ANEXO;13;JUSCOMPESA;Atendimento;0
19297;Query Análise Pagamento Imóveis Ligados;17;GSAN;Atendimento;0
19298;Sala Virtual para Retificação;17;GSAN;Evolutiva;0
19299;criar usuário do alpha;3;Alpha;Atendimento;0
19300;Solicito uma query da arrecadação de água e esgoto;17;GSAN;Atendimento;0
19301;RD 12/2016;17;GSAN;Atendimento;0
19302;Cadastro de Gerente;3;Alpha;Atendimento;0
19303;[COMERCIAL] IAA e IAE;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19304;[GMR] - ERRO - O dia de feriado considerado no cálculo da data de tramite ajustada não foi aplicado nas datas baseada na data de tramite ajustada;38;BI Desenvolvimento;Atendimento;0
19305;RETIRAR CODIGO 42 - 68412188;17;GSAN;Atendimento;0
19306;RETIRAR CODIGO 43 - 53842534;17;GSAN;Atendimento;0
19307;OPÇÃO DE ATUALIZAR O RA QUANDO O MESMO É GERADO AUTOMATICAMENTE PELO USUARIO ROTINA BATCH;17;GSAN;Corretiva;0
19308;Abrir e encerrar RA de solicitações de Faturamento;17;GSAN;Atendimento;0
19309;RETIRAR CODIGO 42 - 55162670;17;GSAN;Atendimento;0
19310;Cancelamento matricula;17;GSAN;Atendimento;0
19311;Criar base de dados municipal com informações do IBGE;57;ITC ;Evoluções e Novos Projetos;0
19312;Notas canceladas;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19313;Oracle - Query pesada;17;GSAN;Corretiva;0
19314;GSAN | ALTERAÇÕES CAIXAS OA PARA BRK;17;GSAN;Atendimento;0
19315;Espelho de Atendimento;17;GSAN;Evolutiva;0
19316;Processo 330 - RELATORIO ACOMPANHAMENTO PARCEL REC CRED;17;GSAN;Atendimento;0
19317;Processo 170 - RELATORIO RESUMO DISTRITO OPERACIONAL;17;GSAN;Atendimento;0
19318;admin\solution;3;Alpha;Atendimento;0
19319;Exibir a informação de Scores ordenado por ano mês de referência;17;GSAN;Corretiva;0
19320;Erro Lançamento sem ORDEM;3;Alpha;Atendimento;0
19321;Criar login do ALPHA para usuários do;3;Alpha;Atendimento;0
19322;Erro na inclusão dos Ressarcimentos;28;SIC - Sist. Integrados Compesa;Correções;0
19323;REGISTRO DAS FATURAS NÃO GERADAS NO CICLO 12/2017 NO CICLO 01/2018;17;GSAN;Atendimento;0
19324;Verificar Situação Especial de Faturamento - Faturar Taxa Mínima;17;GSAN;Atendimento;0
19325;Controle de Normas - Etapa 1;72;Controle de Normas;Evoluções e Novos Projetos;0
19326;gsaneos - carta;17;GSAN;Evolutiva;0
19327;CIA - Alterações;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19328;Sinalizador Reclame Aqui;17;GSAN;Evolutiva;0
19329;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19330;Prestação de Contas;28;SIC - Sist. Integrados Compesa;Atendimento;0
19331;Erro na Ordem de Compra;3;Alpha;Atendimento;0
19332;Acréscimo de Informação na Query Análise Pagamento Imóveis Ligados;17;GSAN;Atendimento;0
19333;ERRO;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19334;REGISTRO DE ATENDIMENTO OPERACIONAL PENDENTE;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19335;Apoio na instalação do aplicativo para Plan. Estratégico;67;Gerencial GSC;Atendimento;0
19336;Extrato;17;GSAN;Atendimento;0
19337;PortalGSC - Dinamizar todo o conteúdo;74;Portal GSC;Evoluções e Novos Projetos;0
19338;Ciclope - Desenvolver autenticação LDAP;57;ITC ;Evoluções e Novos Projetos;0
19339;Petaso - Agrupar autorizadores;57;ITC ;Evoluções e Novos Projetos;0
19340;Petaso - Melhorar importação de dados do Alpha;57;ITC ;Evoluções e Novos Projetos;0
19341;ativar usuário;3;Alpha;Atendimento;0
19342;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19343;Usuário sem conseguir autorizar  RC;3;Alpha;Atendimento;0
19344;REVER PARAMETRIZAÇÃO DA ANORMALIDADE DE LEITURA DE HD INVERTIDO (COD. 6);17;GSAN;Atendimento;0
19345;Inclusão de contrato de aluguel no ALPHA para pagamentos de duas parcelas restantes.;3;Alpha;Atendimento;0
19346;Resetar senha;3;Alpha;Atendimento;0
19347;Ordenar manobras por Data e Hora no Comunicado;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19348;Criação de Usuários - DRI;13;JUSCOMPESA;Atendimento;0
19349;Validação do Dados - Migração anual de projetos para PLANO 2018;3;Alpha;Atendimento;0
19350;OGE Import - Análise dos dados a serem importados;57;ITC ;Evoluções e Novos Projetos;0
19351;Solicitação de query - planilha com de arrecadação e faturamento por município;17;GSAN;Atendimento;0
19352;Reunião - Análise da Demanda Orçamentária da DGC;3;Alpha;Atendimento;0
19353;Análise CT.OS. 14.4.165 medição 32/32;3;Alpha;Atendimento;0
19354;Liberar acesso;3;Alpha;Atendimento;0
19355;alteração documento inexistente;17;GSAN;Evolutiva;0
19356;Licenciamento Ambiental - Ajustes na planilha;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19357;[COMERCIAL] Medição;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19358;GSAN | Problemas carregamento de fotos;17;GSAN;Atendimento;0
19359;Acrescentar no Relatório - unidade OS;3;Alpha;Atendimento;0
19360;Pré-Gsan: Imóveis com inscrição em duplicidade no Virtual II;17;GSAN;Atendimento;0
19361;Manutenção Indicadores;3;Alpha;Atendimento;0
19362;desbloquear senha;3;Alpha;Atendimento;0
19363;188 - GERAR REL. ACOMPANHAMENTO LEITURISTA;17;GSAN;Atendimento;0
19364;Matricula-DMC-PC;17;GSAN;Evolutiva;0
19365;Reunião - Análise da Demanda Orçamentária da DGC;3;Alpha;Atendimento;0
19366;ATUALIZAÇÃO DA QUERY  PAGAMENTO GRANDES CLIENTES - GNM SUL;17;GSAN;Atendimento;0
19367;Inclusão de Matrícula no Débito Automático;17;GSAN;Atendimento;0
19368;Usuária sem conseguir imprimir RC;3;Alpha;Atendimento;0
19369;Desativar do ALPHA os usuários demitidos.;3;Alpha;Atendimento;0
19370;Suporte Novo Fluxo de Plano de Aplicação;3;Alpha;Atendimento;0
19371;Contrato de Varejo - Boletim;17;GSAN;Evolutiva;0
19372;resetar senha;3;Alpha;Atendimento;0
19373;resetar senha;3;Alpha;Atendimento;0
19374;Contrato de Parcelamento;17;GSAN;Atendimento;0
19375;liberar acesso;3;Alpha;Atendimento;0
19376;Erro Importacao FIT NF-e;3;Alpha;Atendimento;0
19377;Criar usuário para o ALPHA;3;Alpha;Atendimento;0
19378;Ajuste Plano de Aplicação;3;Alpha;Atendimento;0
19379;RD 12/2016;17;GSAN;Atendimento;0
19380;Empresa Enorsul Cobrança;17;GSAN;Atendimento;0
19381;Melhorias nos relatórios - GHE;32;GHE - Gestão de Horas Extras;Atendimento;0
19382;Criação Projetos Plano Aplicação;3;Alpha;Atendimento;0
19383;resetar senha;3;Alpha;Atendimento;0
19384;Não consegue concluir fechamento do GED;3;Alpha;Atendimento;0
19385;Desbloquear senha;3;Alpha;Atendimento;0
19386;Relatório SIM;20;SIM;Atendimento;0
19387;Inclusão de Informações - Guia Dados da Prefeitura;20;SIM;Evoluções e Novos Projetos;0
19388;Levantamento dos serviços executados pelo ENORSUL;17;GSAN;Atendimento;0
19389;LIBERAR ACESSO A CARTEIRA DE CONDOMINIO E VAREJO;17;GSAN;Atendimento;0
19390;Criação de usuário Alpha;3;Alpha;Atendimento;0
19391;Inclusão das Notas das Avaliações de Desempenho;65;RFE - Relatório Funcional do Empregado;Atendimento;0
19392;Acesso a carteira Tecnoáguas;17;GSAN;Atendimento;0
19393;VINCULAR CHAVE DE ACESSO AO IDNF;3;Alpha;Atendimento;0
19394;Usuário sem conseguir lançar despesas de viagem;3;Alpha;Atendimento;0
19395;resetar senha;3;Alpha;Atendimento;0
19396;RD 12/2016;17;GSAN;Atendimento;0
19397;Geração de relatório de Doações - Pró-Criança  - Instituto Terra - Hospital do Câncer;3;Alpha;Atendimento;0
19398;Campanha de adesão;17;GSAN;Atendimento;0
19399;Reativar a matrícula 652415;17;GSAN;Atendimento;0
19400;Manter Parametro Sistema não mostra parâmetros;17;GSAN;Corretiva;0
19401;Inclusão de dados - Histórico de Transferência;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19402;Acrescentar o campo Responsável no cadastro da etapa da ação;39;GABI;Evoluções e Novos Projetos;0
19403;resetar senha;3;Alpha;Atendimento;0
19404;Solicitação de relatórios;17;GSAN;Atendimento;0
19405;ATUALIZAÇÃO QUERY;17;GSAN;Atendimento;0
19406;comando BRK;17;GSAN;Atendimento;0
19407;Solicitação de query - histograma de água e esgoto (faixas de consumo);17;GSAN;Atendimento;0
19408;Criar novo usuário;3;Alpha;Atendimento;0
19409;[COMERCIAL] Composição Analítica da Arrecadação no Mês no BI;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19410;Acompanhamento de Contratos OGU - Prestação de Contas;28;SIC - Sist. Integrados Compesa;Correções;0
19411;Erro ao gerar o DE/PARA;3;Alpha;Atendimento;0
19413;Usuária sem conseguir acessar ALPHA;3;Alpha;Atendimento;0
19414;Reativar matrícula 108145808;17;GSAN;Atendimento;0
19415;Resetar senha;3;Alpha;Atendimento;0
19416;[COMERCIAL] Inclusão de tipo de relação no BI;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19417;RETIRAR CODIGO 42 - 51465466;17;GSAN;Atendimento;0
19418;Serviços com RA - smartphone;17;GSAN;Evolutiva;0
19419;Criação de Campo - Mão de obra indireta;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19420;Planilha Operacional | Lentidão para atualização planilha com view FOZ-COMPESA;17;GSAN;Atendimento;0
19421;Alteração de nomenclatura de Itens no site;64;SCL- Sistema Controle Licitações;Atendimento;0
19422;Relatório faltando nome de colaborador;28;SIC - Sist. Integrados Compesa;Correções;0
19423;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19424;IMOVEIS CORTADOS E SUPRIMIDOS PASSIVO TOTAL;17;GSAN;Atendimento;0
19425;CADASTRO DE USUÁRIO POR CONTA MOVIMENTO;3;Alpha;Atendimento;0
19426;Revalidação de senha do Alpha;3;Alpha;Atendimento;0
19427;APURAÇÃO TELECOBRANÇA;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19428;Complemento de Planilha já elaborada por Souza;17;GSAN;Atendimento;0
19429;ATUALIZAÇÃO QUERY ALEX_CARMEN;17;GSAN;Atendimento;0
19430;RETIRAR CODIGO 42 - 106069853;17;GSAN;Atendimento;0
19431;[COMERCIAL] Inclusão na Tabela Analítica da Data do Corte / Religação / Supressão / Restabelecimento;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19432;Usuário não recebe e-mail ao ser liberado RC;3;Alpha;Atendimento;0
19433;Acesso ao Alpha;3;Alpha;Atendimento;0
19434;negativação;17;GSAN;Atendimento;0
19435;Ajuste do Indicador para Contrato de Demanda de Tarifa Específica;17;GSAN;Atendimento;0
19436;Importação Gsan X Alpha;17;GSAN;Evolutiva;0
19437;Comando de corte físico;17;GSAN;Evolutiva;0
19438;COMANDOS CORTES FÍSICOS;17;GSAN;Atendimento;0
19439;RD 12/2016;17;GSAN;Atendimento;0
19440;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19441;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19442;BLOQUEAR ALTERAÇÕES DE PRAZO.;13;JUSCOMPESA;Atendimento;0
19443;LEVANTAMENTO DE IMOVEIS QUE POSSUEM CPF E CNPJ NO CADASTRO;17;GSAN;Atendimento;0
19444;Etapas das ações no sistema GABI;39;GABI;Atendimento;0
19445;[COMERCIAL] Criar visão de cortes executados, valores pagos e sem religação solicitada,;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19446;PLANILHAS PARA BOLETIM DE MEDIÇÃO;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19447;[COMERCIAL] SEPARAR INFORMAÇÕES DE IMOVEIS QUE POSSUEM CPF E CNPJ NO BI;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19448;Atualizar Cliente prefeitura;17;GSAN;Atendimento;0
19449;[COMERCIAL] IMOVEL 54256345 COM 2 FATURAS COM REFERENCIA 12/2017;17;GSAN;Atendimento;0
19450;Consulta de OS's por Tipo Manut;3;Alpha;Atendimento;0
19451;Relatórios Indicadores Contrato de Varejo;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19452;Relação de clientes - categoria/;17;GSAN;Atendimento;0
19453;PERDAS DE FOTOS NO PROCESSO DE ATUALIZAÇÃO CADASTRAL;17;GSAN;Corretiva;0
19454;usuária quer cancelar um GED;3;Alpha;Atendimento;0
19455;Incluir funcionário no alpha;3;Alpha;Atendimento;0
19456;Acrescentar situação de cobrança em planilha extraída da análise de cenários do Giscomp;17;GSAN;Atendimento;0
19457;[GESTÃO] Verificar visualização do ano 2020 no BI Despesas;38;BI Desenvolvimento;Atendimento;0
19458;desbloquear senha;3;Alpha;Atendimento;0
19459;Avisos do ALPHA sobre vencimentos de contratos;3;Alpha;Atendimento;0
19460;Cadastrar funcionário no ALPHA;3;Alpha;Atendimento;0
19461;Acesso ao Projeto "FICHAS-EPI";3;Alpha;Atendimento;0
19462;Criação dos códigos de baixa na base Copy;3;Alpha;Atendimento;0
19463;Ajustar a view BID2_PAGAMENTOS2_COM_OC;3;Alpha;Atendimento;0
19464;Erro na aprovação no Ambiente Virtual II - alteração de categoria com aumento de faturamento e alteração da ligação de água com aumento de faturamento;17;GSAN;Corretiva;0
19465;Atualização Automática de parametros no SIM;20;SIM;Atendimento;0
19466;Não conseguir fazer RC;3;Alpha;Atendimento;0
19467;Dados repetidos no PRÉ GSAN -  matrícula 77917430;17;GSAN;Atendimento;0
19468;Consulta Info Services - Consulta Estoque Plano de Aplicação - Inclusão de informação;3;Alpha;Atendimento;0
19469;PROCESSO 3 - GERAR DADOS PARA LEITURA GRUPO 18;17;GSAN;Atendimento;0
19470;Reativar matrícula 107209837;17;GSAN;Atendimento;0
19471;fatura 12/2017 não gerada para a matricula 106513010;17;GSAN;Atendimento;0
19472;Solicitação de Query -;17;GSAN;Atendimento;0
19473;exclusao negativacao;17;GSAN;Atendimento;0
19474;Alterar campo dos indicadores no sistema GABI;39;GABI;Atendimento;0
19475;[COMERCIAL] ANALISE DO FATURAMENTO POR GERENCIA;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19476;HISTÓRICO DE MEDIÇÃO DO ESGOTO - AUSÊNCIA DE INFORMAÇÃO;17;GSAN;Corretiva;0
19477;RETIRAR CODIGO 43 - 54205104;17;GSAN;Atendimento;0
19478;Usuário sem conseguir confirmar Fundo Fixo;3;Alpha;Atendimento;0
19479;Serviços de cobrança;17;GSAN;Atendimento;0
19480;Solicito a atualização do arquivo IAA e IAE;17;GSAN;Atendimento;0
19481;Atualizar dados das lojas no site Compesa;17;GSAN;Atendimento;0
19482;Liberação para reativação de matrícula pela GTC;17;GSAN;Evolutiva;0
19483;RD 12/2016;17;GSAN;Atendimento;0
19484;Solicitação de Acesso GSAN;17;GSAN;Atendimento;0
19485;Incluir e excluir e-mail do cadastro das prefeituras;17;GSAN;Atendimento;0
19486;Criar Usuário Alan Charles;3;Alpha;Atendimento;0
19487;TRAVEL - Troca de autorizado dfos fomula´rios da travle de Anderson para Arlenelima;3;Alpha;Atendimento;0
19488;Alteração de Informações no GSAN;17;GSAN;Atendimento;0
19489;ALTERAÇÕES NA TELA ANALISAR EXCEÇÕES DE LEITURAS E CONSUMOS;17;GSAN;Evolutiva;0
19490;AJUSTE DAS QUERYS (GEV - DNN) - REAJUSTE DA TABELA DE PREÇOS DA PPP - FATURA 01-18;17;GSAN;Atendimento;0
19491;Ajuste no Sistema de Reserva de Salas;28;SIC - Sist. Integrados Compesa;Correções;0
19492;resetar senha;3;Alpha;Atendimento;0
19493;Liberar acesso a perfil;3;Alpha;Atendimento;0
19494;Liberar acesso;3;Alpha;Atendimento;0
19495;Lembrete de pleitos enviados para gerentes anteriores;20;SIM;Correções;0
19496;MOVIMENTO DE NEGATIVACAO;17;GSAN;Evolutiva;0
19497;ALTERAÇÃO DE CONTA MOVIMENTO;3;Alpha;Atendimento;0
19498;PROCESSO 57 - GERAR FATURA CLIENTE RESPONSAVEL;17;GSAN;Corretiva;0
19499;Problemas na implantação do HD A05P082526;17;GSAN;Atendimento;0
19500;RETIRAR CODIGO 42 - GNR Fernando de Noronha;17;GSAN;Atendimento;0
19501;Volume produzido zerado para Dezembro/2017;20;SIM;Correções;0
19502;Excluir tarifa;17;GSAN;Atendimento;0
19503;Carteira de Condomínios;17;GSAN;Atendimento;0
19504;Liberar acesso;3;Alpha;Atendimento;0
19505;liberar acesso a solicitação da Requisição de compras;3;Alpha;Atendimento;0
19506;Liberar acesso;3;Alpha;Atendimento;0
19507;Ordem de Compra totalmente entregue, mas apresentando etapa "aguardando entrega" para um dos itens;3;Alpha;Atendimento;0
19508;liberar acesso;3;Alpha;Atendimento;0
19509;resetar senha;3;Alpha;Atendimento;0
19510;Retificação do valor do ISS no sistema;3;Alpha;Atendimento;0
19511;Envio conta por email;17;GSAN;Evolutiva;0
19512;validação de processos - ALPHA 9 - Atendimento ao Usuário;3;Alpha;Atendimento;0
19513;Contrato - Erro ocorrido pela mudança de grupo de alguns materiais;3;Alpha;Atendimento;0
19514;TRAVEL - Erro reportado no saldo orçamentário das diarias da GRC;3;Alpha;Atendimento;0
19515;relatório documento inexistente;17;GSAN;Atendimento;0
19516;RETORNO DE NEGATIVACAO;17;GSAN;Atendimento;0
19517;ANALISE RESUMO DO FATURAMENTO - RELATÓRIO R0173;17;GSAN;Atendimento;0
19518;Orçamento de Obras - Correção inclusão itens no orçamento de obras;3;Alpha;Atendimento;0
19519;Verificar inconsistência no Virtual II para a alteração de categoria com aumento de faturamento;17;GSAN;Corretiva;0
19520;[COMERCIAL] Adicionar filtros de Faturado de água e Faturado de esgoto;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19521;Processo 79 - GERAR RESUMO DEVEDORES DUVIDOSOS;17;GSAN;Atendimento;0
19522;108 - GER. DEPOIS ENCERRAMENTO FATURAMENTO;17;GSAN;Atendimento;0
19523;Query de Parcelamentos e Extratos de 2017;17;GSAN;Atendimento;0
19524;retorno de negativacao;17;GSAN;Atendimento;0
19525;Query Micromedição- Rodrigo;17;GSAN;Atendimento;0
19526;Controle de Normas - Etapa 2;72;Controle de Normas;Evoluções e Novos Projetos;0
19527;sandro lemos moura;67;Gerencial GSC;Consultoria;0
19528;Boletim Condomínios -  Água da Compesa;17;GSAN;Atendimento;0
19529;inconsistências nas informações - e-mail automático;3;Alpha;Atendimento;0
19530;Comando BRK;17;GSAN;Atendimento;0
19531;303 - PROCESSAR ARQUIVO RESETORIZACAO IMOVEIS;17;GSAN;Atendimento;0
19532;Premissas;39;GABI;Atendimento;0
19533;CRIAÇÃO DE USUARIO NO ALPHA;3;Alpha;Atendimento;0
19534;MATRÍCULA NA ROTA E SEM LEITURA;17;GSAN;Atendimento;0
19535;Reset na senha do Alpha;3;Alpha;Atendimento;0
19536;Criação de acesso ao sistema Alpha.;3;Alpha;Atendimento;0
