rm;id_projeto;projeto;tipo_rm;situacao_atual;situacao_inicial;situacao_final;transicao;criacao_rm;updated_on;is_backlog
19571;17;GSAN;Desenvolvimento;Homologada;Testes de Integração;Inconsistencia de Teste;2018-06-13 14:02:16;2018-02-21 14:51:17;2018-07-13 16:08:55;0
19571;17;GSAN;Desenvolvimento;Homologada;Inconsistencia de Teste;Em análise;2018-06-13 14:02:22;2018-02-21 14:51:17;2018-07-13 16:08:55;0
19571;17;GSAN;Desenvolvimento;Homologada;Em análise;Iniciada;2018-06-13 14:02:29;2018-02-21 14:51:17;2018-07-13 16:08:55;0
19571;17;GSAN;Desenvolvimento;Homologada;Iniciada;Inspeção Qualidade;2018-06-13 14:02:34;2018-02-21 14:51:17;2018-07-13 16:08:55;0
19571;17;GSAN;Desenvolvimento;Homologada;Inspeção Qualidade;Teste da Mudança;2018-06-13 14:02:41;2018-02-21 14:51:17;2018-07-13 16:08:55;0
19571;17;GSAN;Desenvolvimento;Homologada;Teste da Mudança;Aguardando Versão;2018-06-28 16:54:44;2018-02-21 14:51:17;2018-07-13 16:08:55;0
19571;17;GSAN;Desenvolvimento;Homologada;Aguardando Versão;Pronta para Homologação;2018-07-11 12:58:56;2018-02-21 14:51:17;2018-07-13 16:08:55;0
19571;17;GSAN;Desenvolvimento;Homologada;Pronta para Homologação;Testes de Integração;2018-07-13 16:08:44;2018-02-21 14:51:17;2018-07-13 16:08:55;0
19571;17;GSAN;Desenvolvimento;Homologada;Testes de Integração;Homologada;2018-07-13 16:08:55;2018-02-21 14:51:17;2018-07-13 16:08:55;0
19572;17;GSAN;Desenvolvimento;Concluída;Registrada;Em análise;2018-04-17 10:43:38;2018-02-21 14:52:43;2018-05-29 15:40:47;0
19572;17;GSAN;Desenvolvimento;Concluída;Em análise;Iniciada;2018-05-29 15:39:40;2018-02-21 14:52:43;2018-05-29 15:40:47;0
19572;17;GSAN;Desenvolvimento;Concluída;Iniciada;Inspeção Qualidade;2018-05-29 15:39:50;2018-02-21 14:52:43;2018-05-29 15:40:47;0
19572;17;GSAN;Desenvolvimento;Concluída;Inspeção Qualidade;Teste da Mudança;2018-05-29 15:39:57;2018-02-21 14:52:43;2018-05-29 15:40:47;0
19572;17;GSAN;Desenvolvimento;Concluída;Teste da Mudança;Aguardando Versão;2018-05-29 15:40:19;2018-02-21 14:52:43;2018-05-29 15:40:47;0
19572;17;GSAN;Desenvolvimento;Concluída;Aguardando Versão;Concluída;2018-05-29 15:40:47;2018-02-21 14:52:43;2018-05-29 15:40:47;0
19573;17;GSAN;Desenvolvimento;Concluída;Registrada;Em análise;2018-02-26 11:23:18;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19573;17;GSAN;Desenvolvimento;Concluída;Em análise;Analisada;2018-02-27 10:13:13;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19573;17;GSAN;Desenvolvimento;Concluída;Analisada;Iniciada;2018-03-08 11:16:25;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19573;17;GSAN;Desenvolvimento;Concluída;Iniciada;Inspeção Qualidade;2018-03-22 13:53:46;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19573;17;GSAN;Desenvolvimento;Concluída;Inspeção Qualidade;Teste da Mudança;2018-03-23 14:53:18;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19573;17;GSAN;Desenvolvimento;Concluída;Teste da Mudança;Iniciada;2018-04-06 08:39:23;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19573;17;GSAN;Desenvolvimento;Concluída;Iniciada;Inspeção Qualidade;2018-04-17 10:41:45;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19573;17;GSAN;Desenvolvimento;Concluída;Inspeção Qualidade;Teste da Mudança;2018-04-19 10:13:43;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19573;17;GSAN;Desenvolvimento;Concluída;Teste da Mudança;Aguardando Versão;2018-05-29 15:29:58;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19573;17;GSAN;Desenvolvimento;Concluída;Aguardando Versão;Pronta para Homologação;2018-05-29 15:30:05;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19573;17;GSAN;Desenvolvimento;Concluída;Pronta para Homologação;Testes de Integração;2018-06-04 10:42:31;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19573;17;GSAN;Desenvolvimento;Concluída;Testes de Integração;Concluída;2018-06-04 10:42:40;2018-02-21 14:54:04;2018-06-04 10:42:40;0
19575;17;GSAN;Desenvolvimento;Concluída;Registrada;Em análise;2018-03-28 09:56:28;2018-02-21 14:55:15;2018-06-04 10:42:54;0
19575;17;GSAN;Desenvolvimento;Concluída;Em análise;Analisada;2018-03-28 09:57:51;2018-02-21 14:55:15;2018-06-04 10:42:54;0
19575;17;GSAN;Desenvolvimento;Concluída;Analisada;Em análise;2018-03-28 09:58:11;2018-02-21 14:55:15;2018-06-04 10:42:54;0
19575;17;GSAN;Desenvolvimento;Concluída;Em análise;Iniciada;2018-05-03 10:20:45;2018-02-21 14:55:15;2018-06-04 10:42:54;0
19575;17;GSAN;Desenvolvimento;Concluída;Iniciada;Inspeção Qualidade;2018-05-29 15:29:16;2018-02-21 14:55:15;2018-06-04 10:42:54;0
19575;17;GSAN;Desenvolvimento;Concluída;Inspeção Qualidade;Teste da Mudança;2018-05-29 15:29:23;2018-02-21 14:55:15;2018-06-04 10:42:54;0
19575;17;GSAN;Desenvolvimento;Concluída;Teste da Mudança;Aguardando Versão;2018-05-29 15:29:29;2018-02-21 14:55:15;2018-06-04 10:42:54;0
19575;17;GSAN;Desenvolvimento;Concluída;Aguardando Versão;Pronta para Homologação;2018-05-29 15:29:34;2018-02-21 14:55:15;2018-06-04 10:42:54;0
19575;17;GSAN;Desenvolvimento;Concluída;Pronta para Homologação;Testes de Integração;2018-06-04 10:42:48;2018-02-21 14:55:15;2018-06-04 10:42:54;0
19575;17;GSAN;Desenvolvimento;Concluída;Testes de Integração;Concluída;2018-06-04 10:42:54;2018-02-21 14:55:15;2018-06-04 10:42:54;0
19576;17;GSAN;Desenvolvimento;Concluída;Registrada;Em análise;2018-04-13 14:33:17;2018-02-21 14:55:47;2018-06-04 10:43:10;0
19576;17;GSAN;Desenvolvimento;Concluída;Em análise;Iniciada;2018-04-17 10:41:36;2018-02-21 14:55:47;2018-06-04 10:43:10;0
19576;17;GSAN;Desenvolvimento;Concluída;Iniciada;Inspeção Qualidade;2018-05-29 15:28:32;2018-02-21 14:55:47;2018-06-04 10:43:10;0
19576;17;GSAN;Desenvolvimento;Concluída;Inspeção Qualidade;Teste da Mudança;2018-05-29 15:28:40;2018-02-21 14:55:47;2018-06-04 10:43:10;0
19576;17;GSAN;Desenvolvimento;Concluída;Teste da Mudança;Aguardando Versão;2018-05-29 15:28:47;2018-02-21 14:55:47;2018-06-04 10:43:10;0
19576;17;GSAN;Desenvolvimento;Concluída;Aguardando Versão;Pronta para Homologação;2018-05-29 15:28:54;2018-02-21 14:55:47;2018-06-04 10:43:10;0
19576;17;GSAN;Desenvolvimento;Concluída;Pronta para Homologação;Testes de Integração;2018-06-04 10:43:03;2018-02-21 14:55:47;2018-06-04 10:43:10;0
19576;17;GSAN;Desenvolvimento;Concluída;Testes de Integração;Concluída;2018-06-04 10:43:10;2018-02-21 14:55:47;2018-06-04 10:43:10;0
19577;17;GSAN;Desenvolvimento;Concluída;Registrada;Em análise;2018-04-17 10:44:01;2018-02-21 14:56:29;2018-06-04 10:43:29;0
19577;17;GSAN;Desenvolvimento;Concluída;Em análise;Analisada;2018-04-17 10:44:16;2018-02-21 14:56:29;2018-06-04 10:43:29;0
19577;17;GSAN;Desenvolvimento;Concluída;Analisada;Iniciada;2018-04-17 10:44:25;2018-02-21 14:56:29;2018-06-04 10:43:29;0
19577;17;GSAN;Desenvolvimento;Concluída;Iniciada;Inspeção Qualidade;2018-04-17 10:44:45;2018-02-21 14:56:29;2018-06-04 10:43:29;0
19577;17;GSAN;Desenvolvimento;Concluída;Inspeção Qualidade;Teste da Mudança;2018-04-17 10:44:53;2018-02-21 14:56:29;2018-06-04 10:43:29;0
19577;17;GSAN;Desenvolvimento;Concluída;Teste da Mudança;Aguardando Versão;2018-05-29 15:27:17;2018-02-21 14:56:29;2018-06-04 10:43:29;0
19577;17;GSAN;Desenvolvimento;Concluída;Aguardando Versão;Pronta para Homologação;2018-05-29 15:27:47;2018-02-21 14:56:29;2018-06-04 10:43:29;0
19577;17;GSAN;Desenvolvimento;Concluída;Pronta para Homologação;Testes de Integração;2018-06-04 10:43:23;2018-02-21 14:56:29;2018-06-04 10:43:29;0
19577;17;GSAN;Desenvolvimento;Concluída;Testes de Integração;Concluída;2018-06-04 10:43:29;2018-02-21 14:56:29;2018-06-04 10:43:29;0
19578;3;Alpha;Atendimento;Cancelada;Registrada;Cancelada;2018-03-05 11:19:14;2018-02-21 16:16:43;2018-03-05 11:19:14;0
19579;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2018-02-21 16:40:44;2018-02-21 16:40:00;2018-02-21 16:41:10;0
19579;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2018-02-21 16:41:02;2018-02-21 16:40:00;2018-02-21 16:41:10;0
19579;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-02-21 16:41:10;2018-02-21 16:40:00;2018-02-21 16:41:10;0
19580;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2018-02-21 17:21:03;2018-02-21 17:15:39;2018-02-21 17:21:57;0
19580;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2018-02-21 17:21:33;2018-02-21 17:15:39;2018-02-21 17:21:57;0
19580;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-02-21 17:21:57;2018-02-21 17:15:39;2018-02-21 17:21:57;0
19581;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-06-07 16:36:57;2018-02-22 08:34:32;2018-06-08 08:25:22;0
19581;17;GSAN;Atendimento;Homologada;Em análise;Iniciada;2018-06-07 16:37:27;2018-02-22 08:34:32;2018-06-08 08:25:22;0
19581;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-06-07 16:44:52;2018-02-22 08:34:32;2018-06-08 08:25:22;0
19581;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-06-08 08:25:22;2018-02-22 08:34:32;2018-06-08 08:25:22;0
19583;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2018-03-05 11:14:29;2018-02-22 10:12:04;2018-03-05 11:15:20;0
19583;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2018-03-05 11:15:12;2018-02-22 10:12:04;2018-03-05 11:15:20;0
19583;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-03-05 11:15:20;2018-02-22 10:12:04;2018-03-05 11:15:20;0
19584;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2018-02-22 11:41:34;2018-02-22 10:49:27;2018-02-22 12:00:54;0
19584;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2018-02-22 11:42:07;2018-02-22 10:49:27;2018-02-22 12:00:54;0
19584;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-02-22 12:00:54;2018-02-22 10:49:27;2018-02-22 12:00:54;0
19585;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-02-22 11:43:23;2018-02-22 10:49:44;2018-02-27 15:21:21;0
19585;17;GSAN;Atendimento;Homologada;Em análise;Analisada;2018-02-22 11:43:36;2018-02-22 10:49:44;2018-02-27 15:21:21;0
19585;17;GSAN;Atendimento;Homologada;Analisada;Iniciada;2018-02-22 16:45:33;2018-02-22 10:49:44;2018-02-27 15:21:21;0
19585;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-02-23 09:42:21;2018-02-22 10:49:44;2018-02-27 15:21:21;0
19585;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Inconsistencia de Teste;2018-02-23 13:21:08;2018-02-22 10:49:44;2018-02-27 15:21:21;0
19585;17;GSAN;Atendimento;Homologada;Inconsistencia de Teste;Iniciada;2018-02-23 16:44:46;2018-02-22 10:49:44;2018-02-27 15:21:21;0
19585;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-02-27 15:01:46;2018-02-22 10:49:44;2018-02-27 15:21:21;0
19585;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-02-27 15:21:21;2018-02-22 10:49:44;2018-02-27 15:21:21;0
19586;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-02-23 16:29:09;2018-02-22 10:50:07;2018-02-26 11:31:41;0
19586;17;GSAN;Atendimento;Homologada;Em análise;Analisada;2018-02-23 16:31:21;2018-02-22 10:50:07;2018-02-26 11:31:41;0
19586;17;GSAN;Atendimento;Homologada;Analisada;Iniciada;2018-02-23 16:31:41;2018-02-22 10:50:07;2018-02-26 11:31:41;0
19586;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-02-23 17:19:26;2018-02-22 10:50:07;2018-02-26 11:31:41;0
19586;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-02-26 11:31:41;2018-02-22 10:50:07;2018-02-26 11:31:41;0
19587;13;JUSCOMPESA;Atendimento;Homologada;Registrada;Em análise;2018-03-16 15:21:00;2018-02-22 11:39:15;2018-03-16 15:36:26;0
19587;13;JUSCOMPESA;Atendimento;Homologada;Em análise;Iniciada;2018-03-16 15:21:30;2018-02-22 11:39:15;2018-03-16 15:36:26;0
19587;13;JUSCOMPESA;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-03-16 15:22:51;2018-02-22 11:39:15;2018-03-16 15:36:26;0
19587;13;JUSCOMPESA;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-03-16 15:36:26;2018-02-22 11:39:15;2018-03-16 15:36:26;0
19588;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2018-02-22 15:49:49;2018-02-22 11:40:31;2018-05-25 16:26:59;0
19588;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2018-03-05 09:33:52;2018-02-22 11:40:31;2018-05-25 16:26:59;0
19588;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-03-05 09:34:26;2018-02-22 11:40:31;2018-05-25 16:26:59;0
19589;39;GABI;Atendimento;Homologada;Registrada;Em análise;2018-02-22 16:32:44;2018-02-22 11:40:38;2018-05-08 10:24:40;0
19589;39;GABI;Atendimento;Homologada;Em análise;Analisada;2018-02-22 16:32:59;2018-02-22 11:40:38;2018-05-08 10:24:40;0
19589;39;GABI;Atendimento;Homologada;Analisada;Iniciada;2018-02-22 16:33:09;2018-02-22 11:40:38;2018-05-08 10:24:40;0
19589;39;GABI;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-02-22 16:34:44;2018-02-22 11:40:38;2018-05-08 10:24:40;0
19589;39;GABI;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-05-08 10:24:40;2018-02-22 11:40:38;2018-05-08 10:24:40;0
19590;17;GSAN;Atendimento;Concluída;Registrada;Em análise;2018-02-23 09:56:14;2018-02-22 12:04:24;2018-02-23 10:04:17;0
19590;17;GSAN;Atendimento;Concluída;Em análise;Analisada;2018-02-23 10:03:27;2018-02-22 12:04:24;2018-02-23 10:04:17;0
19590;17;GSAN;Atendimento;Concluída;Analisada;Iniciada;2018-02-23 10:03:45;2018-02-22 12:04:24;2018-02-23 10:04:17;0
19590;17;GSAN;Atendimento;Concluída;Iniciada;Concluída;2018-02-23 10:04:03;2018-02-22 12:04:24;2018-02-23 10:04:17;0
19591;3;Alpha;Atendimento;Aguardando Informação;Registrada;Em análise;2018-03-16 11:15:22;2018-02-22 14:27:10;2018-05-28 13:07:22;0
19591;3;Alpha;Atendimento;Aguardando Informação;Em análise;Aguardando Informação;2018-03-16 11:15:42;2018-02-22 14:27:10;2018-05-28 13:07:22;0
19592;17;GSAN;Atendimento;Cancelada;Registrada;Em análise;2018-03-23 15:24:21;2018-02-22 14:59:09;2018-06-13 09:07:56;0
19592;17;GSAN;Atendimento;Cancelada;Em análise;Cancelada;2018-06-13 09:07:56;2018-02-22 14:59:09;2018-06-13 09:07:56;0
19593;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-02-27 15:00:58;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Em análise;Aguardando Informação;2018-02-27 15:03:35;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Aguardando Informação;Informação retornada;2018-03-01 11:52:36;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Informação retornada;Em análise;2018-03-01 11:52:56;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Em análise;Aguardando Informação;2018-05-07 12:41:04;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Aguardando Informação;Informação retornada;2018-05-10 15:41:21;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Informação retornada;Em análise;2018-05-10 15:51:37;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Em análise;Cancelada;2018-05-10 15:59:14;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Cancelada;Reaberta;2018-05-10 16:01:46;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Reaberta;Em análise;2018-05-10 16:01:56;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Em análise;Iniciada;2018-05-10 16:02:07;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-05-10 16:02:22;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19593;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-05-15 13:39:58;2018-02-22 15:04:55;2018-05-15 13:39:58;0
19594;17;GSAN;Corretiva;Aguardando Informação;Registrada;Em análise;2018-02-27 14:41:46;2018-02-22 15:42:18;2018-07-18 10:13:54;0
19594;17;GSAN;Corretiva;Aguardando Informação;Em análise;Aguardando Informação;2018-02-27 14:44:31;2018-02-22 15:42:18;2018-07-18 10:13:54;0
19594;17;GSAN;Corretiva;Aguardando Informação;Aguardando Informação;Informação retornada;2018-05-25 09:30:34;2018-02-22 15:42:18;2018-07-18 10:13:54;0
19594;17;GSAN;Corretiva;Aguardando Informação;Informação retornada;Em análise;2018-05-31 08:56:11;2018-02-22 15:42:18;2018-07-18 10:13:54;0
19594;17;GSAN;Corretiva;Aguardando Informação;Em análise;Aguardando Informação;2018-05-31 13:09:26;2018-02-22 15:42:18;2018-07-18 10:13:54;0
19595;17;GSAN;Corretiva;Em análise;Registrada;Em análise;2018-02-27 15:58:01;2018-02-22 15:52:08;2018-03-01 16:08:35;0
19595;17;GSAN;Corretiva;Em análise;Em análise;Aguardando Informação;2018-02-27 16:09:45;2018-02-22 15:52:08;2018-03-01 16:08:35;0
19595;17;GSAN;Corretiva;Em análise;Aguardando Informação;Informação retornada;2018-02-28 09:27:44;2018-02-22 15:52:08;2018-03-01 16:08:35;0
19595;17;GSAN;Corretiva;Em análise;Informação retornada;Em análise;2018-03-01 15:22:18;2018-02-22 15:52:08;2018-03-01 16:08:35;0
19596;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2018-03-05 10:57:59;2018-02-22 16:06:34;2018-03-05 11:00:55;0
19596;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2018-03-05 10:58:32;2018-02-22 16:06:34;2018-03-05 11:00:55;0
19596;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-03-05 11:00:55;2018-02-22 16:06:34;2018-03-05 11:00:55;0
19597;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;Registrada;;;;2018-02-22 16:27:23;2018-05-14 10:10:37;0
19598;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2018-02-23 09:46:08;2018-02-22 16:50:01;2018-02-23 10:24:29;0
19598;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2018-02-23 10:23:02;2018-02-22 16:50:01;2018-02-23 10:24:29;0
19598;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-02-23 10:24:29;2018-02-22 16:50:01;2018-02-23 10:24:29;0
19599;3;Alpha;Atendimento;Aguardando Informação;Registrada;Em análise;2018-05-30 12:19:05;2018-02-22 16:58:35;2018-05-30 12:20:19;0
19599;3;Alpha;Atendimento;Aguardando Informação;Em análise;Aguardando Informação;2018-05-30 12:20:19;2018-02-22 16:58:35;2018-05-30 12:20:19;0
19600;17;GSAN;Evolutiva;Registrada;;;;2018-02-22 17:00:36;2018-03-12 17:41:25;0
19601;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-02-23 10:28:55;2018-02-22 21:05:14;2018-02-23 14:26:35;0
19601;17;GSAN;Atendimento;Homologada;Em análise;Analisada;2018-02-23 10:52:39;2018-02-22 21:05:14;2018-02-23 14:26:35;0
19601;17;GSAN;Atendimento;Homologada;Analisada;Iniciada;2018-02-23 10:53:02;2018-02-22 21:05:14;2018-02-23 14:26:35;0
19601;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-02-23 10:55:09;2018-02-22 21:05:14;2018-02-23 14:26:35;0
19601;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-02-23 14:26:35;2018-02-22 21:05:14;2018-02-23 14:26:35;0
19602;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2018-02-23 10:31:06;2018-02-23 08:37:11;2018-02-23 11:40:59;0
19602;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2018-02-23 10:48:26;2018-02-23 08:37:11;2018-02-23 11:40:59;0
19602;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-02-23 11:40:59;2018-02-23 08:37:11;2018-02-23 11:40:59;0
19603;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-03-14 10:44:22;2018-02-23 09:35:57;2018-03-15 11:15:39;0
19603;17;GSAN;Atendimento;Homologada;Em análise;Analisada;2018-03-14 10:44:39;2018-02-23 09:35:57;2018-03-15 11:15:39;0
19603;17;GSAN;Atendimento;Homologada;Analisada;Suspensa;2018-03-14 10:44:54;2018-02-23 09:35:57;2018-03-15 11:15:39;0
19603;17;GSAN;Atendimento;Homologada;Suspensa;Em análise;2018-03-14 11:24:54;2018-02-23 09:35:57;2018-03-15 11:15:39;0
19603;17;GSAN;Atendimento;Homologada;Em análise;Analisada;2018-03-14 11:25:17;2018-02-23 09:35:57;2018-03-15 11:15:39;0
19603;17;GSAN;Atendimento;Homologada;Analisada;Iniciada;2018-03-14 11:25:29;2018-02-23 09:35:57;2018-03-15 11:15:39;0
19603;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-03-15 11:01:52;2018-02-23 09:35:57;2018-03-15 11:15:39;0
19603;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-03-15 11:15:39;2018-02-23 09:35:57;2018-03-15 11:15:39;0
19604;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;Homologada;Registrada;Em análise;2018-02-23 13:50:51;2018-02-23 09:43:23;2018-04-09 10:38:05;0
19604;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;Homologada;Em análise;Analisada;2018-02-23 13:51:20;2018-02-23 09:43:23;2018-04-09 10:38:05;0
19604;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;Homologada;Analisada;Iniciada;2018-03-26 11:40:37;2018-02-23 09:43:23;2018-04-09 10:38:05;0
19604;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;Homologada;Iniciada;Homologação Solicitante;2018-03-28 16:48:29;2018-02-23 09:43:23;2018-04-09 10:38:05;0
19604;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;Homologada;Homologação Solicitante;Homologada;2018-04-09 10:38:05;2018-02-23 09:43:23;2018-04-09 10:38:05;0
19605;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2018-02-23 11:07:36;2018-02-23 10:18:51;2018-03-01 17:55:10;0
19605;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2018-03-01 17:54:49;2018-02-23 10:18:51;2018-03-01 17:55:10;0
19605;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-03-01 17:55:10;2018-02-23 10:18:51;2018-03-01 17:55:10;0
19606;17;GSAN;Evolutiva;Registrada;;;;2018-02-23 11:00:10;2018-02-27 14:03:40;0
19607;3;Alpha;Atendimento;Concluída;Registrada;Em análise;2018-03-19 14:35:58;2018-02-23 11:13:41;2018-03-19 14:37:06;0
19607;3;Alpha;Atendimento;Concluída;Em análise;Iniciada;2018-03-19 14:36:35;2018-02-23 11:13:41;2018-03-19 14:37:06;0
19607;3;Alpha;Atendimento;Concluída;Iniciada;Concluída;2018-03-19 14:37:07;2018-02-23 11:13:41;2018-03-19 14:37:06;0
19608;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-02-23 16:07:32;2018-02-23 11:44:08;2018-02-27 15:34:48;0
19608;17;GSAN;Atendimento;Homologada;Em análise;Analisada;2018-02-23 16:07:48;2018-02-23 11:44:08;2018-02-27 15:34:48;0
19608;17;GSAN;Atendimento;Homologada;Analisada;Iniciada;2018-02-23 16:11:01;2018-02-23 11:44:08;2018-02-27 15:34:48;0
19608;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-02-23 16:19:02;2018-02-23 11:44:08;2018-02-27 15:34:48;0
19608;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-02-23 16:35:26;2018-02-23 11:44:08;2018-02-27 15:34:48;0
19609;17;GSAN;Atendimento;Concluída;Registrada;Em análise;2018-02-23 14:33:49;2018-02-23 13:57:32;2018-02-23 14:36:51;0
19609;17;GSAN;Atendimento;Concluída;Em análise;Analisada;2018-02-23 14:35:32;2018-02-23 13:57:32;2018-02-23 14:36:51;0
19609;17;GSAN;Atendimento;Concluída;Analisada;Iniciada;2018-02-23 14:36:05;2018-02-23 13:57:32;2018-02-23 14:36:51;0
19609;17;GSAN;Atendimento;Concluída;Iniciada;Concluída;2018-02-23 14:36:51;2018-02-23 13:57:32;2018-02-23 14:36:51;0
19610;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-02-26 09:21:04;2018-02-23 14:34:38;2018-03-08 11:19:39;0
19610;17;GSAN;Atendimento;Homologada;Em análise;Analisada;2018-02-26 09:21:23;2018-02-23 14:34:38;2018-03-08 11:19:39;0
19610;17;GSAN;Atendimento;Homologada;Analisada;Iniciada;2018-02-26 09:21:41;2018-02-23 14:34:38;2018-03-08 11:19:39;0
19610;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-02-27 13:48:51;2018-02-23 14:34:38;2018-03-08 11:19:39;0
19610;17;GSAN;Atendimento;Homologada;Homologação Solicitante;Homologada;2018-03-08 11:19:39;2018-02-23 14:34:38;2018-03-08 11:19:39;0
19611;17;GSAN;Atendimento;Homologada;Registrada;Em análise;2018-03-08 15:51:24;2018-02-23 14:50:49;2018-03-13 13:35:55;0
19611;17;GSAN;Atendimento;Homologada;Em análise;Iniciada;2018-03-09 09:33:33;2018-02-23 14:50:49;2018-03-13 13:35:55;0
19611;17;GSAN;Atendimento;Homologada;Iniciada;Homologação Solicitante;2018-03-09 10:56:50;2018-02-23 14:50:49;2018-03-13 13:35:55;0
